city,city_ascii,province_id,province_name,country
"Ayer's Cliff","Ayer's Cliff","","Quebec","Canada"
"Baie-Comeau","Baie-Comeau","","Quebec","Canada"
"Baie-d'Urfe","Baie-d'Urfe","","Quebec","Canada"
"Baie-du-Febvre","Baie-du-Febvre","","Quebec","Canada"
"Baie-Saint-Paul","Baie-Saint-Paul","","Quebec","Canada"
"Barraute","Barraute","","Quebec","Canada"
"Beaconsfield","Beaconsfield","","Quebec","Canada"
"Beauceville","Beauceville","","Quebec","Canada"
"Beauharnois","Beauharnois","","Quebec","Canada"
"Beauport","Beauport","","Quebec","Canada"
"Beaupre","Beaupre","","Quebec","Canada"
"Becancour","Becancour","","Quebec","Canada"
"Bedford","Bedford","","Quebec","Canada"
"Beloeil","Beloeil","","Quebec","Canada"
"Berthier-sur-Mer","Berthier-sur-Mer","","Quebec","Canada"
"Berthierville","Berthierville","","Quebec","Canada"
"Blainville","Blainville","","Quebec","Canada"
"Blanc-Sablon","Blanc-Sablon","","Quebec","Canada"
"Bois-des-Filion","Bois-des-Filion","","Quebec","Canada"
"Boisbriand","Boisbriand","","Quebec","Canada"
"Boischatel","Boischatel","","Quebec","Canada"
"Bolton est","Bolton est","","Quebec","Canada"
"Bonaventure","Bonaventure","","Quebec","Canada"
"Boucherville","Boucherville","","Quebec","Canada"
"Brebeuf","Brebeuf","","Quebec","Canada"
"Brigham","Brigham","","Quebec","Canada"
"Bristol","Bristol","","Quebec","Canada"
"Bromont","Bromont","","Quebec","Canada"
"Brossard","Brossard","","Quebec","Canada"
"Brownsburg","Brownsburg","","Quebec","Canada"
"Bury","Bury","","Quebec","Canada"
"Candiac","Candiac","","Quebec","Canada"
"Cantley","Cantley","","Quebec","Canada"
"Cap Sante","Cap Sante","","Quebec","Canada"
"Cap-Chat","Cap-Chat","","Quebec","Canada"
"Cap-Saint-Ignace","Cap-Saint-Ignace","","Quebec","Canada"
"Caplan","Caplan","","Quebec","Canada"
"Carignan","Carignan","","Quebec","Canada"
"Carleton-sur-Mer","Carleton-sur-Mer","","Quebec","Canada"
"Causapscal","Causapscal","","Quebec","Canada"
"Chambly","Chambly","","Quebec","Canada"
"Chambord","Chambord","","Quebec","Canada"
"Champlain","Champlain","","Quebec","Canada"
"Chandler","Chandler","","Quebec","Canada"
"Chapais","Chapais","","Quebec","Canada"
"Charlemagne","Charlemagne","","Quebec","Canada"
"Chateau-Richer","Chateau-Richer","","Quebec","Canada"
"Chateauguay","Chateauguay","","Quebec","Canada"
"Chertsey","Chertsey","","Quebec","Canada"
"Chibougamau","Chibougamau","","Quebec","Canada"
"Chisasibi","Chisasibi","","Quebec","Canada"
"Chute-aux-Outardes","Chute-aux-Outardes","","Quebec","Canada"
"Clarendon","Clarendon","","Quebec","Canada"
"Clermont","Clermont","","Quebec","Canada"
"Cleveland","Cleveland","","Quebec","Canada"
"Coaticook","Coaticook","","Quebec","Canada"
"Coleraine","Coleraine","","Quebec","Canada"
"Compton","Compton","","Quebec","Canada"
"Contrecoeur","Contrecoeur","","Quebec","Canada"
"Cookshire","Cookshire","","Quebec","Canada"
"Cote-Saint-Luc","Cote-Saint-Luc","","Quebec","Canada"
"Coteau-du-Lac","Coteau-du-Lac","","Quebec","Canada"
"Cowansville","Cowansville","","Quebec","Canada"
"Crabtree","Crabtree","","Quebec","Canada"
"Danville","Danville","","Quebec","Canada"
"Degelis","Degelis","","Quebec","Canada"
"Deleage","Deleage","","Quebec","Canada"
"Delson","Delson","","Quebec","Canada"
"Desbiens","Desbiens","","Quebec","Canada"
"Deschambault","Deschambault","","Quebec","Canada"
"Deux-Montagnes","Deux-Montagnes","","Quebec","Canada"
"Disraeli","Disraeli","","Quebec","Canada"
"Dollard-des-Ormeaux","Dollard-des-Ormeaux","","Quebec","Canada"
"Donnacona","Donnacona","","Quebec","Canada"
"Dorval","Dorval","","Quebec","Canada"
"Drummondville","Drummondville","","Quebec","Canada"
"Dudswell","Dudswell","","Quebec","Canada"
"Dunham","Dunham","","Quebec","Canada"
"Durham-Sud","Durham-Sud","","Quebec","Canada"
"East Angus","East Angus","","Quebec","Canada"
"East Broughton","East Broughton","","Quebec","Canada"
"Eastman","Eastman","","Quebec","Canada"
"Eeyou Istchee Baie-James","Eeyou Istchee Baie-James","","Quebec","Canada"
"Farnham","Farnham","","Quebec","Canada"
"Ferme-Neuve","Ferme-Neuve","","Quebec","Canada"
"Fermont","Fermont","","Quebec","Canada"
"Forestville","Forestville","","Quebec","Canada"
"Fort-Coulonge","Fort-Coulonge","","Quebec","Canada"
"Fossambault-sur-le-Lac","Fossambault-sur-le-Lac","","Quebec","Canada"
"Frampton","Frampton","","Quebec","Canada"
"Franklin Centre","Franklin Centre","","Quebec","Canada"
"Frelighsburg","Frelighsburg","","Quebec","Canada"
"Frontenac","Frontenac","","Quebec","Canada"
"Gaspe","Gaspe","","Quebec","Canada"
"Gatineau","Gatineau","","Quebec","Canada"
"Girardville","Girardville","","Quebec","Canada"
"Godmanchester","Godmanchester","","Quebec","Canada"
"Gore","Gore","","Quebec","Canada"
"Gracefield","Gracefield","","Quebec","Canada"
"Granby","Granby","","Quebec","Canada"
"Grand-Remous","Grand-Remous","","Quebec","Canada"
"Grande-Riviere","Grande-Riviere","","Quebec","Canada"
"Grande-Vallee","Grande-Vallee","","Quebec","Canada"
"Grenville","Grenville","","Quebec","Canada"
"Grenville-sur-la-Rouge","Grenville-sur-la-Rouge","","Quebec","Canada"
"Hampstead","Hampstead","","Quebec","Canada"
"Hatley","Hatley","","Quebec","Canada"
"Havre-Saint-Pierre","Havre-Saint-Pierre","","Quebec","Canada"
"Hebertville","Hebertville","","Quebec","Canada"
"Hemmingford","Hemmingford","","Quebec","Canada"
"Henryville","Henryville","","Quebec","Canada"
"Herbertville","Herbertville","","Quebec","Canada"
"Herouxville","Herouxville","","Quebec","Canada"
"Hinchinbrooke","Hinchinbrooke","","Quebec","Canada"
"Hudson","Hudson","","Quebec","Canada"
"Huntingdon","Huntingdon","","Quebec","Canada"
"Inukjuak","Inukjuak","","Quebec","Canada"
"Joliette","Joliette","","Quebec","Canada"
"Kingsey Falls","Kingsey Falls","","Quebec","Canada"
"Kirkland","Kirkland","","Quebec","Canada"
"Kuujjuaq","Kuujjuaq","","Quebec","Canada"
"L' Isle-Verte","L' Isle-Verte","","Quebec","Canada"
"L'Ancienne-Lorette","L'Ancienne-Lorette","","Quebec","Canada"
"L'Ange-Gardien","L'Ange-Gardien","","Quebec","Canada"
"L'Anse-Saint-Jean","L'Anse-Saint-Jean","","Quebec","Canada"
"L'Ascension-de-Notre-Seigneur","L'Ascension-de-Notre-Seigneur","","Quebec","Canada"
"L'Assomption","L'Assomption","","Quebec","Canada"
"L'Avenir","L'Avenir","","Quebec","Canada"
"L'Epiphanie","L'Epiphanie","","Quebec","Canada"
"L'Ile-Perrot","L'Ile-Perrot","","Quebec","Canada"
"L'Isle-aux-Allumettes","L'Isle-aux-Allumettes","","Quebec","Canada"
"L'Isle-aux-Coudres","L'Isle-aux-Coudres","","Quebec","Canada"
"L'Islet-sur-Mer","L'Islet-sur-Mer","","Quebec","Canada"
"La Conception","La Conception","","Quebec","Canada"
"La Dore","La Dore","","Quebec","Canada"
"La Guadeloupe","La Guadeloupe","","Quebec","Canada"
"La Macaza","La Macaza","","Quebec","Canada"
"La Malbaie","La Malbaie","","Quebec","Canada"
"La Minerve","La Minerve","","Quebec","Canada"
"La Peche","La Peche","","Quebec","Canada"
"La Pocatiere","La Pocatiere","","Quebec","Canada"
"La Prairie","La Prairie","","Quebec","Canada"
"La Presentation","La Presentation","","Quebec","Canada"
"La Sarre","La Sarre","","Quebec","Canada"
"La Tuque","La Tuque","","Quebec","Canada"
"Labelle","Labelle","","Quebec","Canada"
"Labrecque","Labrecque","","Quebec","Canada"
"Lac-au-Saumon","Lac-au-Saumon","","Quebec","Canada"
"Lac-aux-Sables","Lac-aux-Sables","","Quebec","Canada"
"Lac-Bouchette","Lac-Bouchette","","Quebec","Canada"
"Lac-Brome","Lac-Brome","","Quebec","Canada"
"Lac-des-Ecorces","Lac-des-Ecorces","","Quebec","Canada"
"Lac-Drolet","Lac-Drolet","","Quebec","Canada"
"Lac-Etchemin","Lac-Etchemin","","Quebec","Canada"
"Lac-Megantic","Lac-Megantic","","Quebec","Canada"
"Lac-Nominingue","Lac-Nominingue","","Quebec","Canada"
"Lac-Superieur","Lac-Superieur","","Quebec","Canada"
"Lachute","Lachute","","Quebec","Canada"
"Lacolle","Lacolle","","Quebec","Canada"
"Lambton","Lambton","","Quebec","Canada"
"Lanoraie","Lanoraie","","Quebec","Canada"
"Larouche","Larouche","","Quebec","Canada"
"Laurier-Station","Laurier-Station","","Quebec","Canada"
"Laurierville","Laurierville","","Quebec","Canada"
"Laval","Laval","","Quebec","Canada"
"Lavaltrie","Lavaltrie","","Quebec","Canada"
"Lebel-sur-Quevillon","Lebel-sur-Quevillon","","Quebec","Canada"
"Lery","Lery","","Quebec","Canada"
"Les Cedres","Les Cedres","","Quebec","Canada"
"Les Coteaux","Les Coteaux","","Quebec","Canada"
"Les Eboulements","Les Eboulements","","Quebec","Canada"
"Les Escoumins","Les Escoumins","","Quebec","Canada"
"Les Iles-de-la-Madeleine","Les Iles-de-la-Madeleine","","Quebec","Canada"
"Les Mechins","Les Mechins","","Quebec","Canada"
"Levis","Levis","","Quebec","Canada"
"Listuguj","Listuguj","","Quebec","Canada"
"Longue-Rive","Longue-Rive","","Quebec","Canada"
"Longueuil","Longueuil","","Quebec","Canada"
"Lorraine","Lorraine","","Quebec","Canada"
"Lorrainville","Lorrainville","","Quebec","Canada"
"Louiseville","Louiseville","","Quebec","Canada"
"Lyster","Lyster","","Quebec","Canada"
"Macamic","Macamic","","Quebec","Canada"
"Magog","Magog","","Quebec","Canada"
"Malartic","Malartic","","Quebec","Canada"
"Maliotenam","Maliotenam","","Quebec","Canada"
"Mandeville","Mandeville","","Quebec","Canada"
"Maniwaki","Maniwaki","","Quebec","Canada"
"Manouane","Manouane","","Quebec","Canada"
"Mansfield-et-Pontefract","Mansfield-et-Pontefract","","Quebec","Canada"
"Maria","Maria","","Quebec","Canada"
"Marieville","Marieville","","Quebec","Canada"
"Mascouche","Mascouche","","Quebec","Canada"
"Mashteuiatsh","Mashteuiatsh","","Quebec","Canada"
"Maskinonge","Maskinonge","","Quebec","Canada"
"Matagami","Matagami","","Quebec","Canada"
"Matane","Matane","","Quebec","Canada"
"McMasterville","McMasterville","","Quebec","Canada"
"Melbourne","Melbourne","","Quebec","Canada"
"Mercier","Mercier","","Quebec","Canada"
"Messines","Messines","","Quebec","Canada"
"Metabetchouan-Lac-a-la-Croix","Metabetchouan-Lac-a-la-Croix","","Quebec","Canada"
"Mille-Isles","Mille-Isles","","Quebec","Canada"
"Mirabel","Mirabel","","Quebec","Canada"
"Mistassini","Mistassini","","Quebec","Canada"
"Mistissini","Mistissini","","Quebec","Canada"
"Mont-Carmel","Mont-Carmel","","Quebec","Canada"
"Mont-Joli","Mont-Joli","","Quebec","Canada"
"Mont-Laurier","Mont-Laurier","","Quebec","Canada"
"Mont-Orford","Mont-Orford","","Quebec","Canada"
"Mont-Royal","Mont-Royal","","Quebec","Canada"
"Mont-Saint-Gregoire","Mont-Saint-Gregoire","","Quebec","Canada"
"Mont-Saint-Hilaire","Mont-Saint-Hilaire","","Quebec","Canada"
"Mont-Tremblant","Mont-Tremblant","","Quebec","Canada"
"Montmagny","Montmagny","","Quebec","Canada"
"Montreal","Montreal","","Quebec","Canada"
"Montreal-Est","Montreal-Est","","Quebec","Canada"
"Montreal-Ouest","Montreal-Ouest","","Quebec","Canada"
"Morin-Heights","Morin-Heights","","Quebec","Canada"
"Nantes","Nantes","","Quebec","Canada"
"Napierville","Napierville","","Quebec","Canada"
"Neuville","Neuville","","Quebec","Canada"
"New Carlisle","New Carlisle","","Quebec","Canada"
"New Richmond","New Richmond","","Quebec","Canada"
"Nicolet","Nicolet","","Quebec","Canada"
"Normandin","Normandin","","Quebec","Canada"
"Notre-Dame-de-l'Ile-Perrot","Notre-Dame-de-l'Ile-Perrot","","Quebec","Canada"
"Notre-Dame-de-Lourdes","Notre-Dame-de-Lourdes","","Quebec","Canada"
"Notre-Dame-des-Neiges","Notre-Dame-des-Neiges","","Quebec","Canada"
"Notre-Dame-des-Pins","Notre-Dame-des-Pins","","Quebec","Canada"
"Notre-Dame-des-Prairies","Notre-Dame-des-Prairies","","Quebec","Canada"
"Notre-Dame-du-Bon-Conseil","Notre-Dame-du-Bon-Conseil","","Quebec","Canada"
"Notre-Dame-du-Laus","Notre-Dame-du-Laus","","Quebec","Canada"
"Notre-Dame-du-Mont-Carmel","Notre-Dame-du-Mont-Carmel","","Quebec","Canada"
"Notre-Dame-du-Nord","Notre-Dame-du-Nord","","Quebec","Canada"
"Notre-Dame-du-Portage","Notre-Dame-du-Portage","","Quebec","Canada"
"Nouvelle","Nouvelle","","Quebec","Canada"
"Noyan","Noyan","","Quebec","Canada"
"Obedjiwan","Obedjiwan","","Quebec","Canada"
"Oka","Oka","","Quebec","Canada"
"Old Chelsea","Old Chelsea","","Quebec","Canada"
"Ormstown","Ormstown","","Quebec","Canada"
"Otterburn Park","Otterburn Park","","Quebec","Canada"
"Palmarolle","Palmarolle","","Quebec","Canada"
"Papineauville","Papineauville","","Quebec","Canada"
"Paspebiac","Paspebiac","","Quebec","Canada"
"Perce","Perce","","Quebec","Canada"
"Pessamit","Pessamit","","Quebec","Canada"
"Piedmont","Piedmont","","Quebec","Canada"
"Pierreville","Pierreville","","Quebec","Canada"
"Pincourt","Pincourt","","Quebec","Canada"
"Plaisance","Plaisance","","Quebec","Canada"
"Plessisville","Plessisville","","Quebec","Canada"
"Pohenegamook","Pohenegamook","","Quebec","Canada"
"POINTE CALUMET","POINTE CALUMET","","Quebec","Canada"
"Pointe-a-la-Croix","Pointe-a-la-Croix","","Quebec","Canada"
"Pointe-aux-Outardes","Pointe-aux-Outardes","","Quebec","Canada"
"Pointe-Calumet","Pointe-Calumet","","Quebec","Canada"
"Pointe-Claire","Pointe-Claire","","Quebec","Canada"
"Pointe-des-Cascades","Pointe-des-Cascades","","Quebec","Canada"
"Pointe-Lebel","Pointe-Lebel","","Quebec","Canada"
"Pont-Rouge","Pont-Rouge","","Quebec","Canada"
"Pontiac","Pontiac","","Quebec","Canada"
"Port-Cartier","Port-Cartier","","Quebec","Canada"
"Port-Daniel--Gascons","Port-Daniel--Gascons","","Quebec","Canada"
"Portneuf","Portneuf","","Quebec","Canada"
"Potton","Potton","","Quebec","Canada"
"Povungnituk","Povungnituk","","Quebec","Canada"
"Prevost","Prevost","","Quebec","Canada"
"Price","Price","","Quebec","Canada"
"Princeville","Princeville","","Quebec","Canada"
"Quebec City","Quebec City","","Quebec","Canada"
"Racine","Racine","","Quebec","Canada"
"Ragueneau","Ragueneau","","Quebec","Canada"
"Rawdon","Rawdon","","Quebec","Canada"
"Repentigny","Repentigny","","Quebec","Canada"
"Richelieu","Richelieu","","Quebec","Canada"
"Richmond","Richmond","","Quebec","Canada"
"Rigaud","Rigaud","","Quebec","Canada"
"Rimouski","Rimouski","","Quebec","Canada"
"Ripon","Ripon","","Quebec","Canada"
"Riviere-Beaudette","Riviere-Beaudette","","Quebec","Canada"
"Riviere-Blanche","Riviere-Blanche","","Quebec","Canada"
"Riviere-Bleue","Riviere-Bleue","","Quebec","Canada"
"Riviere-du-Loup","Riviere-du-Loup","","Quebec","Canada"
"Riviere-Heva","Riviere-Heva","","Quebec","Canada"
"Riviere-Ouelle","Riviere-Ouelle","","Quebec","Canada"
"Riviere-Rouge","Riviere-Rouge","","Quebec","Canada"
"Roberval","Roberval","","Quebec","Canada"
"Rosemere","Rosemere","","Quebec","Canada"
"Rougemont","Rougemont","","Quebec","Canada"
"Rouyn-Noranda","Rouyn-Noranda","","Quebec","Canada"
"Roxton Falls","Roxton Falls","","Quebec","Canada"
"Roxton Pond","Roxton Pond","","Quebec","Canada"
"Roxton-Sud","Roxton-Sud","","Quebec","Canada"
"Sacre-Coeur-Saguenay","Sacre-Coeur-Saguenay","","Quebec","Canada"
"Saguenay","Saguenay","","Quebec","Canada"
"Saint-Adolphe-d'Howard","Saint-Adolphe-d'Howard","","Quebec","Canada"
"Saint-Agapit","Saint-Agapit","","Quebec","Canada"
"Saint-Aime-des-Lacs","Saint-Aime-des-Lacs","","Quebec","Canada"
"Saint-Alban","Saint-Alban","","Quebec","Canada"
"Saint-Albert","Saint-Albert","","Quebec","Canada"
"Saint-Alexandre","Saint-Alexandre","","Quebec","Canada"
"Saint-Alexandre-de-Kamouraska","Saint-Alexandre-de-Kamouraska","","Quebec","Canada"
"Saint-Alexis","Saint-Alexis","","Quebec","Canada"
"Saint-Alexis-des-Monts","Saint-Alexis-des-Monts","","Quebec","Canada"
"Saint-Alphonse-de-Granby","Saint-Alphonse-de-Granby","","Quebec","Canada"
"Saint-Alphonse-Rodriguez","Saint-Alphonse-Rodriguez","","Quebec","Canada"
"Saint-Amable","Saint-Amable","","Quebec","Canada"
"Saint-Ambroise","Saint-Ambroise","","Quebec","Canada"
"Saint-Ambroise-de-Kildare","Saint-Ambroise-de-Kildare","","Quebec","Canada"
"Saint-Anaclet-de-Lessard","Saint-Anaclet-de-Lessard","","Quebec","Canada"
"Saint-Andre-Avellin","Saint-Andre-Avellin","","Quebec","Canada"
"Saint-Andre-d'Argenteuil","Saint-Andre-d'Argenteuil","","Quebec","Canada"
"Saint-Anicet","Saint-Anicet","","Quebec","Canada"
"Saint-Anselme","Saint-Anselme","","Quebec","Canada"
"Saint-Antoine-de-Tilly","Saint-Antoine-de-Tilly","","Quebec","Canada"
"Saint-Antoine-sur-Richelieu","Saint-Antoine-sur-Richelieu","","Quebec","Canada"
"Saint-Antonin","Saint-Antonin","","Quebec","Canada"
"Saint-Apollinaire","Saint-Apollinaire","","Quebec","Canada"
"Saint-Armand","Saint-Armand","","Quebec","Canada"
"Saint-Arsene","Saint-Arsene","","Quebec","Canada"
"Saint-Aubert","Saint-Aubert","","Quebec","Canada"
"Saint-Augustin-de-Desmaures","Saint-Augustin-de-Desmaures","","Quebec","Canada"
"Saint-Barnabe","Saint-Barnabe","","Quebec","Canada"
"Saint-Barthelemy","Saint-Barthelemy","","Quebec","Canada"
"Saint-Basile","Saint-Basile","","Quebec","Canada"
"Saint-Basile-le-Grand","Saint-Basile-le-Grand","","Quebec","Canada"
"Saint-Benoit-Labre","Saint-Benoit-Labre","","Quebec","Canada"
"Saint-Bernard","Saint-Bernard","","Quebec","Canada"
"Saint-Bernard-de-Lacolle","Saint-Bernard-de-Lacolle","","Quebec","Canada"
"Saint-Blaise-sur-Richelieu","Saint-Blaise-sur-Richelieu","","Quebec","Canada"
"Saint-Bonaventure","Saint-Bonaventure","","Quebec","Canada"
"Saint-Boniface","Saint-Boniface","","Quebec","Canada"
"Saint-Bruno","Saint-Bruno","","Quebec","Canada"
"Saint-Bruno-de-Guigues","Saint-Bruno-de-Guigues","","Quebec","Canada"
"Saint-Bruno-de-Montarville","Saint-Bruno-de-Montarville","","Quebec","Canada"
"Saint-Calixte","Saint-Calixte","","Quebec","Canada"
"Saint-Casimir","Saint-Casimir","","Quebec","Canada"
"Saint-Cesaire","Saint-Cesaire","","Quebec","Canada"
"Saint-Charles-Borromee","Saint-Charles-Borromee","","Quebec","Canada"
"Saint-Charles-de-Bellechasse","Saint-Charles-de-Bellechasse","","Quebec","Canada"
"Saint-Charles-sur-Richelieu","Saint-Charles-sur-Richelieu","","Quebec","Canada"
"Saint-Christophe-d'Arthabaska","Saint-Christophe-d'Arthabaska","","Quebec","Canada"
"Saint-Chrysostome","Saint-Chrysostome","","Quebec","Canada"
"Saint-Claude","Saint-Claude","","Quebec","Canada"
"Saint-Clet","Saint-Clet","","Quebec","Canada"
"Saint-Colomban","Saint-Colomban","","Quebec","Canada"
"Saint-Come","Saint-Come","","Quebec","Canada"
"Saint-Come--Liniere","Saint-Come--Liniere","","Quebec","Canada"
"Saint-Constant","Saint-Constant","","Quebec","Canada"
"Saint-Cuthbert","Saint-Cuthbert","","Quebec","Canada"
"Saint-Cyprien","Saint-Cyprien","","Quebec","Canada"
"Saint-Cyprien-de-Napierville","Saint-Cyprien-de-Napierville","","Quebec","Canada"
"Saint-Cyrille-de-Wendover","Saint-Cyrille-de-Wendover","","Quebec","Canada"
"Saint-Damase","Saint-Damase","","Quebec","Canada"
"Saint-Damien","Saint-Damien","","Quebec","Canada"
"Saint-Damien-de-Buckland","Saint-Damien-de-Buckland","","Quebec","Canada"
"Saint-David-de-Falardeau","Saint-David-de-Falardeau","","Quebec","Canada"
"Saint-Denis","Saint-Denis","","Quebec","Canada"
"Saint-Denis-de-Brompton","Saint-Denis-de-Brompton","","Quebec","Canada"
"Saint-Dominique","Saint-Dominique","","Quebec","Canada"
"Saint-Donat","Saint-Donat","","Quebec","Canada"
"Saint-Edouard","Saint-Edouard","","Quebec","Canada"
"Saint-Edouard-de-Lotbiniere","Saint-Edouard-de-Lotbiniere","","Quebec","Canada"
"Saint-Elie-de-Caxton","Saint-Elie-de-Caxton","","Quebec","Canada"
"Saint-Elzear","Saint-Elzear","","Quebec","Canada"
"Saint-Ephrem-de-Beauce","Saint-Ephrem-de-Beauce","","Quebec","Canada"
"Saint-Esprit","Saint-Esprit","","Quebec","Canada"
"Saint-Etienne-des-Gres","Saint-Etienne-des-Gres","","Quebec","Canada"
"Saint-Eugene","Saint-Eugene","","Quebec","Canada"
"Saint-Eustache","Saint-Eustache","","Quebec","Canada"
"Saint-Fabien","Saint-Fabien","","Quebec","Canada"
"Saint-Faustin--Lac-Carre","Saint-Faustin--Lac-Carre","","Quebec","Canada"
"Saint-Felicien","Saint-Felicien","","Quebec","Canada"
"Saint-Felix-de-Kingsey","Saint-Felix-de-Kingsey","","Quebec","Canada"
"Saint-Felix-de-Valois","Saint-Felix-de-Valois","","Quebec","Canada"
"Saint-Ferdinand","Saint-Ferdinand","","Quebec","Canada"
"Saint-Ferreol-les-Neiges","Saint-Ferreol-les-Neiges","","Quebec","Canada"
"Saint-Flavien","Saint-Flavien","","Quebec","Canada"
"Saint-Francois-de-la-Riviere-du-Sud","Saint-Francois-de-la-Riviere-du-Sud","","Quebec","Canada"
"Saint-Francois-du-Lac","Saint-Francois-du-Lac","","Quebec","Canada"
"Saint-Francois-Xavier-de-Brompton","Saint-Francois-Xavier-de-Brompton","","Quebec","Canada"
"Saint-Frederic","Saint-Frederic","","Quebec","Canada"
"Saint-Fulgence","Saint-Fulgence","","Quebec","Canada"
"Saint-Gabriel","Saint-Gabriel","","Quebec","Canada"
"Saint-Gabriel-de-Brandon","Saint-Gabriel-de-Brandon","","Quebec","Canada"
"Saint-Gabriel-de-Rimouski","Saint-Gabriel-de-Rimouski","","Quebec","Canada"
"Saint-Gabriel-de-Valcartier","Saint-Gabriel-de-Valcartier","","Quebec","Canada"
"Saint-Gedeon","Saint-Gedeon","","Quebec","Canada"
"Saint-Gedeon-de-Beauce","Saint-Gedeon-de-Beauce","","Quebec","Canada"
"Saint-Georges-de-Cacouna","Saint-Georges-de-Cacouna","","Quebec","Canada"
"Saint-Georges-de-Clarenceville","Saint-Georges-de-Clarenceville","","Quebec","Canada"
"Saint-Germain-de-Grantham","Saint-Germain-de-Grantham","","Quebec","Canada"
"Saint-Gervais","Saint-Gervais","","Quebec","Canada"
"Saint-Gilles","Saint-Gilles","","Quebec","Canada"
"Saint-Guillaume","Saint-Guillaume","","Quebec","Canada"
"Saint-Henri","Saint-Henri","","Quebec","Canada"
"Saint-Hilarion","Saint-Hilarion","","Quebec","Canada"
"Saint-Hippolyte","Saint-Hippolyte","","Quebec","Canada"
"Saint-Honore","Saint-Honore","","Quebec","Canada"
"Saint-Honore-de-Shenley","Saint-Honore-de-Shenley","","Quebec","Canada"
"Saint-Hubert-de-Riviere-du-Loup","Saint-Hubert-de-Riviere-du-Loup","","Quebec","Canada"
"Saint-Hugues","Saint-Hugues","","Quebec","Canada"
"Saint-Hyacinthe","Saint-Hyacinthe","","Quebec","Canada"
"Saint-Ignace-de-Loyola","Saint-Ignace-de-Loyola","","Quebec","Canada"
"Saint-Isidore","Saint-Isidore","","Quebec","Canada"
"Saint-Jacques","Saint-Jacques","","Quebec","Canada"
"Saint-Jacques-le-Mineur","Saint-Jacques-le-Mineur","","Quebec","Canada"
"Saint-Jean-Baptiste","Saint-Jean-Baptiste","","Quebec","Canada"
"Saint-Jean-de-Dieu","Saint-Jean-de-Dieu","","Quebec","Canada"
"Saint-Jean-de-Matha","Saint-Jean-de-Matha","","Quebec","Canada"
"Saint-Jean-Port-Joli","Saint-Jean-Port-Joli","","Quebec","Canada"
"Saint-Jean-sur-Richelieu","Saint-Jean-sur-Richelieu","","Quebec","Canada"
"Saint-Jerome","Saint-Jerome","","Quebec","Canada"
"Saint-Joachim","Saint-Joachim","","Quebec","Canada"
"Saint-Joachim-de-Shefford","Saint-Joachim-de-Shefford","","Quebec","Canada"
"Saint-Joseph-de-Beauce","Saint-Joseph-de-Beauce","","Quebec","Canada"
"Saint-Joseph-de-Coleraine","Saint-Joseph-de-Coleraine","","Quebec","Canada"
"Saint-Joseph-de-Sorel","Saint-Joseph-de-Sorel","","Quebec","Canada"
"Saint-Joseph-du-Lac","Saint-Joseph-du-Lac","","Quebec","Canada"
"Saint-Jude","Saint-Jude","","Quebec","Canada"
"Saint-Justin","Saint-Justin","","Quebec","Canada"
"Saint-Lambert","Saint-Lambert","","Quebec","Canada"
"Saint-Lambert-de-Lauzon","Saint-Lambert-de-Lauzon","","Quebec","Canada"
"Saint-Laurent-de-l'Ile-d'Orleans","Saint-Laurent-de-l'Ile-d'Orleans","","Quebec","Canada"
"Saint-Lazare","Saint-Lazare","","Quebec","Canada"
"Saint-Lazare-de-Bellechasse","Saint-Lazare-de-Bellechasse","","Quebec","Canada"
"Saint-Leon-de-Standon","Saint-Leon-de-Standon","","Quebec","Canada"
"Saint-Leonard-d'Aston","Saint-Leonard-d'Aston","","Quebec","Canada"
"Saint-Leonard-de-Portneuf","Saint-Leonard-de-Portneuf","","Quebec","Canada"
"Saint-Liboire","Saint-Liboire","","Quebec","Canada"
"Saint-Liguori","Saint-Liguori","","Quebec","Canada"
"Saint-Lin--Laurentides","Saint-Lin--Laurentides","","Quebec","Canada"
"Saint-Louis-de-Gonzague","Saint-Louis-de-Gonzague","","Quebec","Canada"
"Saint-Louis-du-Ha! Ha!","Saint-Louis-du-Ha! Ha!","","Quebec","Canada"
"Saint-Lucien","Saint-Lucien","","Quebec","Canada"
"Saint-Ludger","Saint-Ludger","","Quebec","Canada"
"Saint-Majorique-de-Grantham","Saint-Majorique-de-Grantham","","Quebec","Canada"
"Saint-Malachie","Saint-Malachie","","Quebec","Canada"
"Saint-Marc-des-Carrieres","Saint-Marc-des-Carrieres","","Quebec","Canada"
"Saint-Marc-sur-Richelieu","Saint-Marc-sur-Richelieu","","Quebec","Canada"
"Saint-Martin","Saint-Martin","","Quebec","Canada"
"Saint-Mathias-sur-Richelieu","Saint-Mathias-sur-Richelieu","","Quebec","Canada"
"Saint-Mathieu","Saint-Mathieu","","Quebec","Canada"
"Saint-Mathieu-de-Beloeil","Saint-Mathieu-de-Beloeil","","Quebec","Canada"
"Saint-Mathieu-du-Parc","Saint-Mathieu-du-Parc","","Quebec","Canada"
"Saint-Maurice","Saint-Maurice","","Quebec","Canada"
"Saint-Maxime-du-Mont-Louis","Saint-Maxime-du-Mont-Louis","","Quebec","Canada"
"Saint-Michel","Saint-Michel","","Quebec","Canada"
"Saint-Michel-de-Bellechasse","Saint-Michel-de-Bellechasse","","Quebec","Canada"
"Saint-Michel-des-Saints","Saint-Michel-des-Saints","","Quebec","Canada"
